miR	Score	AvgRandScore	sd(randScore)	max(randScore)	Rank	count>=	pValue	FDR(0.05) thresh	BH-sig	pv_corrected	pv_adjusted
miR-3067	0.0000	0.1697	0.1058	0.6100	607	1001	0.999002	0.047946	0	1.041793	0.999002	
miR-487b	0.0000	0.0098	0.0243	0.1903	608	1001	0.999002	0.048025	0	1.040079	0.999002	
miR-574-3p	0.0000	0.0266	0.0408	0.2498	609	1001	0.999002	0.048104	0	1.038372	0.999002	
miR-127/127-3p	0.0000	0.0147	0.0305	0.2462	610	1001	0.999002	0.048183	0	1.036669	0.999002	
miR-3964	0.0000	0.1020	0.0848	0.7538	611	1001	0.999002	0.048262	0	1.034973	0.999002	
miR-466f	0.0000	0.0540	0.0642	0.5661	612	1001	0.999002	0.048341	0	1.033281	0.999002	
miR-5123	0.0000	0.0749	0.0687	0.5180	613	1001	0.999002	0.048420	0	1.031596	0.999002	
miR-1900/4632	0.0000	0.0315	0.0480	0.3321	614	1001	0.999002	0.048499	0	1.029916	0.999002	
miR-3966	0.0000	0.2007	0.1182	0.7866	615	1001	0.999002	0.048578	0	1.028241	0.999002	
miR-1251	0.0000	0.1249	0.0857	0.4854	616	1001	0.999002	0.048657	0	1.026572	0.999002	
miR-1843b-3p	0.0000	0.0038	0.0155	0.1460	617	1001	0.999002	0.048736	0	1.024908	0.999002	
miR-544-5p	0.0000	0.1314	0.0920	0.6410	618	1001	0.999002	0.048815	0	1.023250	0.999002	
miR-3084/4727-5p	0.0000	0.1973	0.1140	0.6060	619	1001	0.999002	0.048894	0	1.021597	0.999002	
miR-1899	0.0000	0.0271	0.0432	0.3196	620	1001	0.999002	0.048973	0	1.019949	0.999002	
miR-758	0.0000	0.1402	0.0920	0.5015	621	1001	0.999002	0.049052	0	1.018306	0.999002	
miR-3096-3p	0.0000	0.0954	0.0782	0.4113	622	1001	0.999002	0.049131	0	1.016669	0.999002	
miR-2137	0.0000	0.0096	0.0248	0.1561	623	1001	0.999002	0.049210	0	1.015037	0.999002	
miR-293	0.0000	0.0231	0.0385	0.2249	624	1001	0.999002	0.049289	0	1.013411	0.999002	
miR-1198-3p	0.0000	0.0849	0.0707	0.4086	625	1001	0.999002	0.049368	0	1.011789	0.999002	
miR-546	0.0000	0.1721	0.1078	0.7174	626	1001	0.999002	0.049447	0	1.010173	0.999002	
miR-1932	0.0000	0.0142	0.0312	0.2611	627	1001	0.999002	0.049526	0	1.008562	0.999002	
miR-99ab/100	0.0000	0.0161	0.0316	0.2227	628	1001	0.999002	0.049605	0	1.006956	0.999002	
miR-874	0.0000	0.1852	0.1136	0.5990	629	1001	0.999002	0.049684	0	1.005355	0.999002	
miR-719	0.0000	0.0388	0.0505	0.2735	630	1001	0.999002	0.049763	0	1.003759	0.999002	
miR-671-3p	0.0000	0.0226	0.0373	0.1793	631	1001	0.999002	0.049842	0	1.002168	0.999002	
miR-471-5p	0.0000	0.0152	0.0306	0.1999	632	1001	0.999002	0.049921	0	1.000583	0.999002	
miR-466f-5p/2408	0.0000	0.0427	0.0534	0.3542	633	1001	0.999002	0.050000	0	0.999002	0.999002	


